Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG007,198,1,High-Fast,3,60,0.28,1,-24,1.61,0,1,1,0,5,high ss1
FG007,199,1,High-Fast,1,15,0.83,-1,-25,1.31,0,0,1,0,5,high ss1
FG007,200,1,High-Fast,3,60,0.18,1,-24,0.56,0,1,1,0,5,high ss1
FG007,1,2,Low-Slow,2,15,0.21,-1,-25,12.6,0,0,1,0,5,high ss1
FG007,2,2,Low-Slow,1,80,0.31,1,-24,1.55,0,1,1,0,5,high ss1
FG007,3,2,Low-Slow,3,5,0.17,-1,-25,2.65,0,0,1,0,5,high ss1
FG007,4,2,Low-Slow,2,15,0.79,-1,-26,4.73,0,1,1,0,5,high ss1
FG007,5,2,Low-Slow,3,5,0.39,-1,-27,1.52,0,1,1,0,5,high ss1
FG007,6,2,Low-Slow,1,80,0.18,1,-26,1.8,0,1,1,0,5,high ss1
FG007,7,2,Low-Slow,2,15,0.42,-1,-27,3.82,0,0,1,0,5,high ss1
FG007,8,2,Low-Slow,1,80,0.26,1,-26,0.5,0,1,1,0,5,high ss1
FG007,9,2,Low-Slow,3,5,0.4,-1,-27,10.8,0,0,1,0,5,high ss1
FG007,10,2,Low-Slow,2,15,0.95,-1,-28,4.14,0,1,1,0,5,high ss1
FG007,11,2,Low-Slow,2,15,0.54,-1,-29,0.38,0,0,0,1,5,high ss1
FG007,12,2,Low-Slow,3,5,0.88,-1,-30,0.14,0,1,1,0,5,high ss1
FG007,13,2,Low-Slow,1,80,0.45,1,-29,0.44,0,1,1,0,5,high ss1
FG007,14,2,Low-Slow,3,5,0.02,1,-28,3.67,0,0,1,0,5,high ss1
FG007,15,2,Low-Slow,1,80,0.97,-1,-29,2.36,0,0,1,0,5,high ss1
FG007,16,2,Low-Slow,2,15,0.32,-1,-30,1.18,0,1,1,0,5,high ss1
FG007,17,2,Low-Slow,3,5,0.7,-1,-31,1.85,0,1,1,0,5,high ss1
FG007,18,2,Low-Slow,1,80,0.99,-1,-32,0.3,0,1,1,0,5,high ss1
FG007,19,2,Low-Slow,1,80,0.14,1,-31,0.43,0,0,0,1,5,high ss1
FG007,20,2,Low-Slow,2,15,0.64,-1,-32,2.58,0,0,1,0,5,high ss1
FG007,21,2,Low-Slow,1,80,0.63,1,-31,0.95,0,1,1,0,5,high ss1
FG007,22,2,Low-Slow,3,5,0.66,-1,-32,1.93,0,0,1,0,5,high ss1
FG007,23,2,Low-Slow,1,80,0.65,1,-31,1.45,0,1,1,0,5,high ss1
FG007,24,2,Low-Slow,2,15,0.43,-1,-32,1.99,0,0,1,0,5,high ss1
FG007,25,2,Low-Slow,1,15,0.14,1,-31,1.15,0,1,1,0,5,high ss1
FG007,26,2,Low-Slow,1,15,0.19,-1,-32,0.41,1,0,0,1,5,high ss1
FG007,27,2,Low-Slow,1,15,0.07,1,-31,0.36,0,0,0,1,5,high ss1
FG007,28,2,Low-Slow,3,80,0.24,1,-30,0.41,0,0,1,0,5,high ss1
FG007,29,2,Low-Slow,1,15,0.12,1,-29,0.54,0,0,1,0,5,high ss1
FG007,30,2,Low-Slow,2,5,0.35,-1,-30,1.14,0,0,1,0,5,high ss1
FG007,31,2,Low-Slow,1,15,0.35,-1,-31,0.24,0,1,1,0,5,high ss1
FG007,32,2,Low-Slow,3,80,0.92,-1,-32,0.94,0,1,1,0,5,high ss1
FG007,33,2,Low-Slow,1,15,0.19,-1,-33,1.75,0,1,1,0,5,high ss1
FG007,34,2,Low-Slow,3,80,0.23,1,-32,0.81,0,1,1,0,5,high ss1
FG007,35,2,Low-Slow,2,5,0.31,-1,-33,1.28,0,0,1,0,5,high ss1
FG007,36,2,Low-Slow,3,80,0.7,1,-32,2.94,0,1,1,0,5,high ss1
FG007,37,2,Low-Slow,1,15,0.6,-1,-33,0.46,0,0,1,0,5,high ss1
FG007,38,2,Low-Slow,2,5,0.74,-1,-34,0.54,0,1,1,0,5,high ss1
FG007,39,2,Low-Slow,3,80,0.51,1,-33,0.41,0,1,1,0,5,high ss1
FG007,40,2,Low-Slow,2,5,0.62,-1,-34,2.28,0,0,1,0,5,high ss1
FG007,41,2,Low-Slow,1,15,0.1,1,-33,0.09,0,1,1,0,5,high ss1
FG007,42,2,Low-Slow,1,15,0.95,-1,-34,1.26,1,0,0,1,5,high ss1
FG007,43,2,Low-Slow,3,80,0.17,1,-33,0.17,0,1,1,0,5,high ss1
FG007,44,2,Low-Slow,1,15,0.65,-1,-34,2.39,0,0,1,0,5,high ss1
FG007,45,2,Low-Slow,2,5,0.24,-1,-35,0.61,0,1,1,0,5,high ss1
FG007,46,2,Low-Slow,1,15,0.4,-1,-36,0.57,0,1,1,0,5,high ss1
FG007,47,2,Low-Slow,3,80,0.89,-1,-37,0.12,0,1,1,0,5,high ss1
FG007,48,2,Low-Slow,1,15,0.97,-1,-38,1.33,0,1,1,0,5,high ss1
FG007,49,2,Low-Slow,2,5,0.65,-1,-39,0.33,0,1,1,0,5,high ss1
FG007,50,2,Low-Slow,1,15,0.75,-1,-40,0.36,0,1,1,0,5,high ss1
FG007,101,3,High-Slow,1,60,0.42,1,-39,1.73,0,0,0,1,5,high ss1
FG007,102,3,High-Slow,1,60,0.47,1,-38,0.27,1,0,0,1,5,high ss1
FG007,103,3,High-Slow,1,60,0.97,-1,-39,0.28,1,0,0,1,5,high ss1
FG007,104,3,High-Slow,2,25,0.48,-1,-40,0.01,0,1,1,0,5,high ss1
FG007,105,3,High-Slow,1,60,0.07,1,-39,0.23,0,1,1,0,5,high ss1
FG007,106,3,High-Slow,3,15,0.72,-1,-40,0.07,0,0,1,0,5,high ss1
FG007,107,3,High-Slow,1,60,0.18,1,-39,0.25,0,1,1,0,5,high ss1
FG007,108,3,High-Slow,1,60,0.57,1,-38,0.13,1,0,0,1,5,high ss1
FG007,109,3,High-Slow,2,25,0.64,-1,-39,0.19,0,0,1,0,5,high ss1
FG007,110,3,High-Slow,1,60,0.73,-1,-40,1.33,0,1,1,0,5,high ss1
FG007,111,3,High-Slow,1,60,0.19,1,-39,0.84,0,0,0,1,5,high ss1
FG007,112,3,High-Slow,1,60,0.42,1,-38,1.36,1,0,0,1,5,high ss1
FG007,113,3,High-Slow,1,60,0.69,-1,-39,1.22,1,0,0,1,5,high ss1
FG007,114,3,High-Slow,1,60,0.01,1,-38,1.1,0,0,0,1,5,high ss1
FG007,115,3,High-Slow,1,60,0.33,1,-37,0.46,1,0,0,1,5,high ss1
FG007,116,3,High-Slow,2,25,0.56,-1,-38,0.92,0,0,1,0,5,high ss1
FG007,117,3,High-Slow,1,60,0.32,1,-37,0.34,0,1,1,0,5,high ss1
FG007,118,3,High-Slow,1,60,1.0,-1,-38,0.41,1,0,0,1,5,high ss1
FG007,119,3,High-Slow,1,60,0.88,-1,-39,0.79,0,0,0,1,5,high ss1
FG007,120,3,High-Slow,3,15,0.47,-1,-40,0.19,0,1,1,0,5,high ss1
FG007,121,3,High-Slow,1,60,0.25,1,-39,0.56,0,1,1,0,5,high ss1
FG007,122,3,High-Slow,1,60,0.67,-1,-40,0.71,1,0,0,1,5,high ss1
FG007,123,3,High-Slow,1,60,0.29,1,-39,0.25,0,0,0,1,5,high ss1
FG007,124,3,High-Slow,3,15,0.87,-1,-40,1.09,0,0,1,0,5,high ss1
FG007,125,3,High-Slow,1,60,0.11,1,-39,0.3,0,1,1,0,5,high ss1
FG007,126,3,High-Slow,1,15,0.4,-1,-40,0.32,1,0,0,1,5,high ss1
FG007,127,3,High-Slow,1,15,0.08,1,-39,0.16,0,0,0,1,5,high ss1
FG007,128,3,High-Slow,2,60,0.92,-1,-40,0.55,0,0,1,0,5,high ss1
FG007,129,3,High-Slow,1,15,0.62,-1,-41,0.78,0,1,1,0,5,high ss1
FG007,130,3,High-Slow,1,15,0.52,-1,-42,0.24,0,0,0,1,5,high ss1
FG007,131,3,High-Slow,3,25,0.19,1,-41,0.31,0,1,1,0,5,high ss1
FG007,132,3,High-Slow,1,15,0.59,-1,-42,1.67,0,0,1,0,5,high ss1
FG007,133,3,High-Slow,1,15,0.86,-1,-43,0.05,0,0,0,1,5,high ss1
FG007,134,3,High-Slow,3,25,0.05,1,-42,0.05,0,1,1,0,5,high ss1
FG007,135,3,High-Slow,2,60,0.75,-1,-43,1.71,0,0,1,0,5,high ss1
FG007,136,3,High-Slow,2,60,0.86,-1,-44,1.13,0,0,0,1,5,high ss1
FG007,137,3,High-Slow,1,15,0.03,1,-43,0.01,0,1,1,0,5,high ss1
FG007,138,3,High-Slow,3,25,0.27,-1,-44,0.56,0,0,1,0,5,high ss1
FG007,139,3,High-Slow,1,15,0.91,-1,-45,0.32,0,1,1,0,5,high ss1
FG007,140,3,High-Slow,2,60,0.85,-1,-46,0.27,0,1,1,0,5,high ss1
FG007,141,3,High-Slow,1,15,0.97,-1,-47,0.63,0,1,1,0,5,high ss1
FG007,142,3,High-Slow,3,25,0.8,-1,-48,0.11,0,1,1,0,5,high ss1
FG007,143,3,High-Slow,3,25,0.47,-1,-49,0.84,0,0,0,1,5,high ss1
FG007,144,3,High-Slow,2,60,0.88,-1,-50,0.68,0,1,1,0,5,high ss1
FG007,145,3,High-Slow,1,15,0.08,1,-49,0.25,0,1,1,0,5,high ss1
FG007,146,3,High-Slow,1,15,0.23,-1,-50,1.28,1,0,0,1,5,high ss1
FG007,147,3,High-Slow,1,15,0.25,-1,-51,0.1,0,0,0,1,5,high ss1
FG007,148,3,High-Slow,3,25,0.34,-1,-52,0.18,0,1,1,0,5,high ss1
FG007,149,3,High-Slow,2,60,0.6,-1,-53,0.18,0,1,1,0,5,high ss1
FG007,150,3,High-Slow,1,15,0.19,-1,-54,0.35,0,1,1,0,5,high ss1
FG007,51,4,Low-Fast,1,80,0.94,-1,-55,0.68,0,0,0,1,5,high ss1
FG007,52,4,Low-Fast,1,80,0.71,1,-54,0.28,0,0,0,1,5,high ss1
FG007,53,4,Low-Fast,2,15,0.38,-1,-55,2.81,0,0,1,0,5,high ss1
FG007,54,4,Low-Fast,2,15,0.66,-1,-56,0.47,0,0,0,1,5,high ss1
FG007,55,4,Low-Fast,1,80,0.04,1,-55,0.28,0,1,1,0,5,high ss1
FG007,56,4,Low-Fast,3,5,0.35,-1,-56,0.51,0,0,1,0,5,high ss1
FG007,57,4,Low-Fast,1,80,0.01,1,-55,0.44,0,1,1,0,5,high ss1
FG007,58,4,Low-Fast,3,5,0.96,-1,-56,0.61,0,0,1,0,5,high ss1
FG007,59,4,Low-Fast,1,80,0.17,1,-55,0.28,0,1,1,0,5,high ss1
FG007,60,4,Low-Fast,2,15,0.28,-1,-56,0.9,0,0,1,0,5,high ss1
FG007,61,4,Low-Fast,1,15,0.53,-1,-57,0.21,0,1,1,0,5,high ss1
FG007,62,4,Low-Fast,2,5,0.92,-1,-58,0.38,0,1,1,0,5,high ss1
FG007,63,4,Low-Fast,3,80,0.87,-1,-59,0.16,0,1,1,0,5,high ss1
FG007,64,4,Low-Fast,1,15,0.96,-1,-60,0.07,0,1,1,0,5,high ss1
FG007,65,4,Low-Fast,1,15,0.83,-1,-61,0.01,0,0,0,1,5,high ss1
FG007,66,4,Low-Fast,3,80,0.9,-1,-62,0.22,0,1,1,0,5,high ss1
FG007,67,4,Low-Fast,3,80,0.27,1,-61,0.32,0,0,0,1,5,high ss1
FG007,68,4,Low-Fast,1,15,0.88,-1,-62,1.44,0,0,1,0,5,high ss1
FG007,69,4,Low-Fast,1,15,0.79,-1,-63,2.1,0,0,0,1,5,high ss1
FG007,70,4,Low-Fast,3,80,0.01,1,-62,0.6,0,1,1,0,5,high ss1
FG007,71,4,Low-Fast,3,15,0.06,1,-61,1.01,1,0,0,1,5,high ss1
FG007,72,4,Low-Fast,3,15,0.4,-1,-62,1.37,1,0,0,1,5,high ss1
FG007,73,4,Low-Fast,2,80,0.93,-1,-63,1.01,0,1,1,0,5,high ss1
FG007,74,4,Low-Fast,1,5,0.97,-1,-64,0.4,0,1,1,0,5,high ss1
FG007,75,4,Low-Fast,1,5,0.57,-1,-65,0.16,0,0,0,1,5,high ss1
FG007,76,4,Low-Fast,3,15,0.88,-1,-66,0.17,0,1,1,0,5,high ss1
FG007,77,4,Low-Fast,2,80,0.65,1,-65,0.02,0,1,1,0,5,high ss1
FG007,78,4,Low-Fast,2,80,0.53,1,-64,0.38,1,0,0,1,5,high ss1
FG007,79,4,Low-Fast,1,5,0.8,-1,-65,3.27,0,0,1,0,5,high ss1
FG007,80,4,Low-Fast,1,5,0.7,-1,-66,0.86,0,0,0,1,5,high ss1
FG007,81,4,Low-Fast,3,15,0.57,-1,-67,0.19,0,1,1,0,5,high ss1
FG007,82,4,Low-Fast,2,5,0.72,-1,-68,0.9,0,1,1,0,5,high ss1
FG007,83,4,Low-Fast,2,5,0.71,-1,-69,0.44,0,0,0,1,5,high ss1
FG007,84,4,Low-Fast,1,80,0.1,1,-68,0.79,0,1,1,0,5,high ss1
FG007,85,4,Low-Fast,1,80,0.07,1,-67,0.16,1,0,0,1,5,high ss1
FG007,86,4,Low-Fast,3,15,0.26,-1,-68,1.83,0,0,1,0,5,high ss1
FG007,87,4,Low-Fast,3,15,0.36,-1,-69,2.3,0,0,0,1,5,high ss1
FG007,88,4,Low-Fast,1,80,0.31,1,-68,0.06,0,1,1,0,5,high ss1
FG007,89,4,Low-Fast,2,5,0.45,-1,-69,0.95,0,0,1,0,5,high ss1
FG007,90,4,Low-Fast,1,80,0.14,1,-68,0.16,0,1,1,0,5,high ss1
FG007,91,4,Low-Fast,2,80,0.01,1,-67,0.36,0,0,1,0,5,high ss1
FG007,92,4,Low-Fast,2,80,0.15,1,-66,0.56,1,0,0,1,5,high ss1
FG007,93,4,Low-Fast,3,5,0.59,-1,-67,0.27,0,0,1,0,5,high ss1
FG007,94,4,Low-Fast,1,15,0.6,-1,-68,0.33,0,1,1,0,5,high ss1
FG007,95,4,Low-Fast,1,15,0.79,-1,-69,1.73,0,0,0,1,5,high ss1
FG007,96,4,Low-Fast,3,5,0.75,-1,-70,0.38,0,1,1,0,5,high ss1
FG007,97,4,Low-Fast,2,80,0.89,-1,-71,0.43,0,1,1,0,5,high ss1
FG007,98,4,Low-Fast,2,80,0.38,1,-70,0.14,0,0,0,1,5,high ss1
FG007,99,4,Low-Fast,2,80,0.33,1,-69,0.16,1,0,0,1,5,high ss1
FG007,100,4,Low-Fast,1,15,0.25,-1,-70,0.75,0,0,1,0,5,high ss1
FG008,151,1,High-Fast,1,60,0.25,1,1,1.4,0,0,0,0,3,low ss1
FG008,152,1,High-Fast,1,60,0.41,1,2,0.39,1,0,0,1,3,low ss1
FG008,153,1,High-Fast,1,60,0.9,-1,1,0.09,1,0,0,1,3,low ss1
FG008,154,1,High-Fast,1,60,0.83,-1,0,0.35,0,0,0,1,3,low ss1
FG008,155,1,High-Fast,2,25,0.6,-1,-1,0.6,0,1,1,0,3,low ss1
FG008,156,1,High-Fast,3,15,0.4,-1,-2,0.13,0,1,1,0,3,low ss1
FG008,157,1,High-Fast,1,60,0.6,1,-1,0.43,0,1,1,0,3,low ss1
FG008,158,1,High-Fast,1,60,0.74,-1,-2,0.13,1,0,0,1,3,low ss1
FG008,159,1,High-Fast,1,60,0.88,-1,-3,0.36,0,0,0,1,3,low ss1
FG008,160,1,High-Fast,1,60,0.96,-1,-4,0.07,0,0,0,1,3,low ss1
FG008,161,1,High-Fast,1,25,0.84,-1,-5,1.25,0,0,0,1,3,low ss1
FG008,162,1,High-Fast,2,15,0.97,-1,-6,0.47,0,1,1,0,3,low ss1
FG008,163,1,High-Fast,1,25,0.77,-1,-7,0.18,0,1,1,0,3,low ss1
FG008,164,1,High-Fast,3,60,0.34,1,-6,0.19,0,1,1,0,3,low ss1
FG008,165,1,High-Fast,3,60,0.14,1,-5,0.26,1,0,0,1,3,low ss1
FG008,166,1,High-Fast,1,25,0.44,-1,-6,0.66,0,0,1,0,3,low ss1
FG008,167,1,High-Fast,2,15,0.48,-1,-7,0.05,0,1,1,0,3,low ss1
FG008,168,1,High-Fast,3,60,0.21,1,-6,0.19,0,1,1,0,3,low ss1
FG008,169,1,High-Fast,3,60,0.35,1,-5,0.22,1,0,0,1,3,low ss1
FG008,170,1,High-Fast,1,25,0.53,-1,-6,0.94,0,0,1,0,3,low ss1
FG008,171,1,High-Fast,3,25,0.63,-1,-7,0.01,0,1,1,0,3,low ss1
FG008,172,1,High-Fast,3,25,0.59,-1,-8,0.05,0,0,0,1,3,low ss1
FG008,173,1,High-Fast,2,60,0.57,1,-7,0.14,0,1,1,0,3,low ss1
FG008,174,1,High-Fast,2,60,0.06,1,-6,1.98,1,0,0,1,3,low ss1
FG008,175,1,High-Fast,2,60,0.11,1,-5,0.58,1,0,0,1,3,low ss1
FG008,176,1,High-Fast,1,15,0.55,-1,-6,0.05,0,0,1,0,3,low ss1
FG008,177,1,High-Fast,3,25,0.12,1,-5,0.33,0,1,1,0,3,low ss1
FG008,178,1,High-Fast,2,60,0.8,-1,-6,0.22,0,0,1,0,3,low ss1
FG008,179,1,High-Fast,3,25,0.01,1,-5,0.51,0,1,1,0,3,low ss1
FG008,180,1,High-Fast,3,25,0.42,-1,-6,0.29,1,0,0,1,3,low ss1
FG008,181,1,High-Fast,1,60,0.31,1,-5,0.16,0,1,1,0,3,low ss1
FG008,182,1,High-Fast,1,60,0.77,-1,-6,0.83,1,0,0,1,3,low ss1
FG008,183,1,High-Fast,2,15,0.16,-1,-7,0.45,0,1,1,0,3,low ss1
FG008,184,1,High-Fast,3,25,0.69,-1,-8,0.57,0,1,1,0,3,low ss1
FG008,185,1,High-Fast,1,60,0.47,1,-7,0.49,0,1,1,0,3,low ss1
FG008,186,1,High-Fast,1,60,0.03,1,-6,1.59,1,0,0,1,3,low ss1
FG008,187,1,High-Fast,1,60,0.36,1,-5,1.35,1,0,0,1,3,low ss1
FG008,188,1,High-Fast,3,25,0.74,-1,-6,1.44,0,0,1,0,3,low ss1
FG008,189,1,High-Fast,1,60,0.95,-1,-7,7.15,0,1,1,0,3,low ss1
FG008,190,1,High-Fast,3,25,0.75,-1,-8,1.36,0,1,1,0,3,low ss1
FG008,191,1,High-Fast,1,15,0.5,-1,-9,0.08,0,1,1,0,3,low ss1
FG008,192,1,High-Fast,1,15,0.98,-1,-10,0.77,0,0,0,1,3,low ss1
FG008,193,1,High-Fast,3,60,0.68,-1,-11,0.01,0,1,1,0,3,low ss1
FG008,194,1,High-Fast,2,25,0.91,-1,-12,0.15,0,1,1,0,3,low ss1
FG008,195,1,High-Fast,1,15,0.75,-1,-13,0.34,0,1,1,0,3,low ss1
FG008,196,1,High-Fast,1,15,0.54,-1,-14,0.2,0,0,0,1,3,low ss1
FG008,197,1,High-Fast,3,60,0.39,1,-13,0.38,0,1,1,0,3,low ss1
FG008,198,1,High-Fast,3,60,0.89,-1,-14,0.01,1,0,0,1,3,low ss1
FG008,199,1,High-Fast,1,15,0.78,-1,-15,0.8,0,1,1,0,3,low ss1
FG008,200,1,High-Fast,3,60,0.29,1,-14,0.17,0,1,1,0,3,low ss1
FG008,51,2,Low-Fast,1,80,0.67,1,-13,1.05,0,0,1,0,3,low ss1
FG008,52,2,Low-Fast,1,80,0.54,1,-12,0.19,1,0,0,1,3,low ss1
FG008,53,2,Low-Fast,1,80,0.27,1,-11,0.07,1,0,0,1,3,low ss1
FG008,54,2,Low-Fast,1,80,0.98,-1,-12,0.01,1,0,0,1,3,low ss1
FG008,55,2,Low-Fast,3,5,0.1,-1,-13,0.35,0,1,1,0,3,low ss1
FG008,56,2,Low-Fast,3,5,0.03,1,-12,0.07,0,0,0,1,3,low ss1
FG008,57,2,Low-Fast,3,5,0.62,-1,-13,0.06,1,0,0,1,3,low ss1
FG008,58,2,Low-Fast,2,15,0.28,-1,-14,0.57,0,1,1,0,3,low ss1
FG008,59,2,Low-Fast,2,15,0.27,-1,-15,0.24,0,0,0,1,3,low ss1
FG008,60,2,Low-Fast,2,15,0.94,-1,-16,0.01,0,0,0,1,3,low ss1
FG008,61,2,Low-Fast,2,5,0.57,-1,-17,0.22,0,0,0,1,3,low ss1
FG008,62,2,Low-Fast,1,15,0.94,-1,-18,0.2,0,1,1,0,3,low ss1
FG008,63,2,Low-Fast,1,15,0.95,-1,-19,0.1,0,0,0,1,3,low ss1
FG008,64,2,Low-Fast,1,15,0.37,-1,-20,0.36,0,0,0,1,3,low ss1
FG008,65,2,Low-Fast,3,80,0.77,1,-19,0.07,0,1,1,0,3,low ss1
FG008,66,2,Low-Fast,3,80,0.26,1,-18,0.07,1,0,0,1,3,low ss1
FG008,67,2,Low-Fast,3,80,0.64,1,-17,0.21,1,0,0,1,3,low ss1
FG008,68,2,Low-Fast,3,80,0.54,1,-16,0.28,1,0,0,1,3,low ss1
FG008,69,2,Low-Fast,3,80,0.86,-1,-17,0.22,1,0,0,1,3,low ss1
FG008,70,2,Low-Fast,1,15,0.37,-1,-18,0.11,0,1,1,0,3,low ss1
FG008,71,2,Low-Fast,1,5,0.33,-1,-19,0.2,0,0,0,1,3,low ss1
FG008,72,2,Low-Fast,2,80,0.68,1,-18,0.18,0,1,1,0,3,low ss1
FG008,73,2,Low-Fast,2,80,0.67,1,-17,0.37,1,0,0,1,3,low ss1
FG008,74,2,Low-Fast,2,80,0.27,1,-16,0.2,1,0,0,1,3,low ss1
FG008,75,2,Low-Fast,2,80,0.15,1,-15,0.26,1,0,0,1,3,low ss1
FG008,76,2,Low-Fast,2,80,0.37,1,-14,0.31,1,0,0,1,3,low ss1
FG008,77,2,Low-Fast,2,80,0.1,1,-13,0.28,1,0,0,1,3,low ss1
FG008,78,2,Low-Fast,2,80,0.67,1,-12,0.2,1,0,0,1,3,low ss1
FG008,79,2,Low-Fast,2,80,0.85,-1,-13,0.07,1,0,0,1,3,low ss1
FG008,80,2,Low-Fast,3,15,0.07,1,-12,0.28,0,1,1,0,3,low ss1
FG008,81,2,Low-Fast,3,15,0.96,-1,-13,0.05,1,0,0,1,3,low ss1
FG008,82,2,Low-Fast,1,80,0.03,1,-12,0.1,0,1,1,0,3,low ss1
FG008,83,2,Low-Fast,1,80,0.03,1,-11,0.09,1,0,0,1,3,low ss1
FG008,84,2,Low-Fast,1,80,0.97,-1,-12,0.03,1,0,0,1,3,low ss1
FG008,85,2,Low-Fast,2,5,0.17,-1,-13,0.17,0,1,1,0,3,low ss1
FG008,86,2,Low-Fast,3,15,0.05,1,-12,0.19,0,1,1,0,3,low ss1
FG008,87,2,Low-Fast,3,15,0.13,1,-11,0.24,1,0,0,1,3,low ss1
FG008,88,2,Low-Fast,3,15,0.12,1,-10,0.2,1,0,0,1,3,low ss1
FG008,89,2,Low-Fast,3,15,0.69,-1,-11,0.1,1,0,0,1,3,low ss1
FG008,90,2,Low-Fast,1,80,0.07,1,-10,0.21,0,1,1,0,3,low ss1
FG008,91,2,Low-Fast,1,15,0.21,-1,-11,0.01,1,0,0,1,3,low ss1
FG008,92,2,Low-Fast,3,5,0.42,-1,-12,0.44,0,1,1,0,3,low ss1
FG008,93,2,Low-Fast,2,80,0.76,1,-11,0.05,0,1,1,0,3,low ss1
FG008,94,2,Low-Fast,2,80,0.71,1,-10,0.01,1,0,0,1,3,low ss1
FG008,95,2,Low-Fast,2,80,0.47,1,-9,0.23,1,0,0,1,3,low ss1
FG008,96,2,Low-Fast,3,5,0.78,-1,-10,0.86,0,0,1,0,3,low ss1
FG008,97,2,Low-Fast,1,15,0.02,1,-9,0.03,0,1,1,0,3,low ss1
FG008,98,2,Low-Fast,1,15,0.1,1,-8,0.11,1,0,0,1,3,low ss1
FG008,99,2,Low-Fast,1,15,0.96,-1,-9,0.26,1,0,0,1,3,low ss1
FG008,100,2,Low-Fast,3,5,0.35,-1,-10,0.07,0,1,1,0,3,low ss1
FG008,101,3,High-Slow,1,60,0.88,-1,-11,1.35,0,1,1,0,3,low ss1
FG008,102,3,High-Slow,1,60,0.22,1,-10,0.02,0,0,0,1,3,low ss1
FG008,103,3,High-Slow,1,60,0.74,-1,-11,0.04,1,0,0,1,3,low ss1
FG008,104,3,High-Slow,3,15,0.25,-1,-12,0.01,0,1,1,0,3,low ss1
FG008,105,3,High-Slow,2,25,0.64,-1,-13,0.11,0,1,1,0,3,low ss1
FG008,106,3,High-Slow,1,60,0.76,-1,-14,0.12,0,1,1,0,3,low ss1
FG008,107,3,High-Slow,1,60,0.35,1,-13,0.1,0,0,0,1,3,low ss1
FG008,108,3,High-Slow,1,60,0.39,1,-12,0.13,1,0,0,1,3,low ss1
FG008,109,3,High-Slow,1,60,0.66,-1,-13,0.16,1,0,0,1,3,low ss1
FG008,110,3,High-Slow,3,15,0.71,-1,-14,0.32,0,1,1,0,3,low ss1
FG008,111,3,High-Slow,3,15,0.84,-1,-15,0.02,0,0,0,1,3,low ss1
FG008,112,3,High-Slow,2,25,0.68,-1,-16,0.32,0,1,1,0,3,low ss1
FG008,113,3,High-Slow,2,25,0.09,1,-15,0.36,0,0,0,1,3,low ss1
FG008,114,3,High-Slow,2,25,0.48,-1,-16,0.16,1,0,0,1,3,low ss1
FG008,115,3,High-Slow,3,15,0.24,-1,-17,0.28,0,1,1,0,3,low ss1
FG008,116,3,High-Slow,3,15,0.06,1,-16,0.23,0,0,0,1,3,low ss1
FG008,117,3,High-Slow,3,15,0.12,1,-15,0.2,1,0,0,1,3,low ss1
FG008,118,3,High-Slow,1,60,0.54,1,-14,0.67,0,0,1,0,3,low ss1
FG008,119,3,High-Slow,3,15,0.21,-1,-15,0.28,0,0,1,0,3,low ss1
FG008,120,3,High-Slow,1,60,0.9,-1,-16,0.05,0,1,1,0,3,low ss1
FG008,121,3,High-Slow,3,15,0.26,-1,-17,0.11,0,1,1,0,3,low ss1
FG008,122,3,High-Slow,2,25,0.32,-1,-18,0.14,0,1,1,0,3,low ss1
FG008,123,3,High-Slow,3,15,0.2,-1,-19,0.19,0,1,1,0,3,low ss1
FG008,124,3,High-Slow,1,60,0.17,1,-18,0.08,0,1,1,0,3,low ss1
FG008,125,3,High-Slow,1,60,0.02,1,-17,0.02,1,0,0,1,3,low ss1
FG008,126,3,High-Slow,1,15,0.65,-1,-18,0.23,1,0,0,1,3,low ss1
FG008,127,3,High-Slow,3,25,0.68,-1,-19,0.11,0,1,1,0,3,low ss1
FG008,128,3,High-Slow,2,60,0.08,1,-18,0.67,0,1,1,0,3,low ss1
FG008,129,3,High-Slow,2,60,0.28,1,-17,0.4,1,0,0,1,3,low ss1
FG008,130,3,High-Slow,3,25,0.81,-1,-18,0.85,0,0,1,0,3,low ss1
FG008,131,3,High-Slow,2,60,0.65,-1,-19,0.15,0,1,1,0,3,low ss1
FG008,132,3,High-Slow,1,15,0.07,1,-18,0.06,0,1,1,0,3,low ss1
FG008,133,3,High-Slow,1,15,0.93,-1,-19,0.03,1,0,0,1,3,low ss1
FG008,134,3,High-Slow,3,25,0.39,-1,-20,0.21,0,1,1,0,3,low ss1
FG008,135,3,High-Slow,2,60,0.7,-1,-21,0.34,0,1,1,0,3,low ss1
FG008,136,3,High-Slow,1,15,0.93,-1,-22,0.32,0,1,1,0,3,low ss1
FG008,137,3,High-Slow,3,25,0.86,-1,-23,0.03,0,1,1,0,3,low ss1
FG008,138,3,High-Slow,2,60,0.71,-1,-24,0.31,0,1,1,0,3,low ss1
FG008,139,3,High-Slow,1,15,0.64,-1,-25,0.21,0,1,1,0,3,low ss1
FG008,140,3,High-Slow,3,25,0.33,-1,-26,0.12,0,1,1,0,3,low ss1
FG008,141,3,High-Slow,1,15,0.92,-1,-27,0.65,0,1,1,0,3,low ss1
FG008,142,3,High-Slow,3,25,0.08,1,-26,0.22,0,1,1,0,3,low ss1
