Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG008,143,3,High-Slow,3,25,0.51,-1,-27,0.16,1,0,0,1,3,low ss1
FG008,144,3,High-Slow,2,60,0.91,-1,-28,0.45,0,1,1,0,3,low ss1
FG008,145,3,High-Slow,1,15,0.2,-1,-29,0.8,0,1,1,0,3,low ss1
FG008,146,3,High-Slow,3,25,0.22,1,-28,0.09,0,1,1,0,3,low ss1
FG008,147,3,High-Slow,3,25,0.64,-1,-29,0.25,1,0,0,1,3,low ss1
FG008,148,3,High-Slow,2,60,0.46,1,-28,0.56,0,1,1,0,3,low ss1
FG008,149,3,High-Slow,2,60,0.81,-1,-29,0.35,1,0,0,1,3,low ss1
FG008,150,3,High-Slow,1,15,0.94,-1,-30,0.01,0,1,1,0,3,low ss1
FG008,1,4,Low-Slow,1,80,0.25,1,-29,1.99,0,0,0,1,3,low ss1
FG008,2,4,Low-Slow,1,80,0.3,1,-28,0.17,1,0,0,1,3,low ss1
FG008,3,4,Low-Slow,3,5,0.06,-1,-29,0.89,0,0,1,0,3,low ss1
FG008,4,4,Low-Slow,1,80,0.49,1,-28,0.01,0,1,1,0,3,low ss1
FG008,5,4,Low-Slow,1,80,0.09,1,-27,0.14,1,0,0,1,3,low ss1
FG008,6,4,Low-Slow,1,80,0.54,1,-26,0.09,1,0,0,1,3,low ss1
FG008,7,4,Low-Slow,1,80,0.29,1,-25,0.17,1,0,0,1,3,low ss1
FG008,8,4,Low-Slow,1,80,0.1,1,-24,0.06,1,0,0,1,3,low ss1
FG008,9,4,Low-Slow,1,80,0.85,-1,-25,0.01,1,0,0,1,3,low ss1
FG008,10,4,Low-Slow,2,15,0.51,-1,-26,0.05,0,1,1,0,3,low ss1
FG008,11,4,Low-Slow,3,5,0.05,-1,-27,0.12,0,1,1,0,3,low ss1
FG008,12,4,Low-Slow,1,80,0.28,1,-26,0.44,0,1,1,0,3,low ss1
FG008,13,4,Low-Slow,1,80,0.55,1,-25,0.27,1,0,0,1,3,low ss1
FG008,14,4,Low-Slow,1,80,0.02,1,-24,0.22,1,0,0,1,3,low ss1
FG008,15,4,Low-Slow,1,80,0.75,1,-23,0.01,1,0,0,1,3,low ss1
FG008,16,4,Low-Slow,1,80,0.73,1,-22,0.11,1,0,0,1,3,low ss1
FG008,17,4,Low-Slow,1,80,0.35,1,-21,0.01,1,0,0,1,3,low ss1
FG008,18,4,Low-Slow,1,80,0.64,1,-20,0.08,1,0,0,1,3,low ss1
FG008,19,4,Low-Slow,1,80,0.31,1,-19,0.14,1,0,0,1,3,low ss1
FG008,20,4,Low-Slow,1,80,0.95,-1,-20,0.21,1,0,0,1,3,low ss1
FG008,21,4,Low-Slow,1,80,0.85,-1,-21,0.01,0,0,0,1,3,low ss1
FG008,22,4,Low-Slow,1,80,0.87,-1,-22,0.01,0,0,0,1,3,low ss1
FG008,23,4,Low-Slow,3,5,0.68,-1,-23,0.08,0,1,1,0,3,low ss1
FG008,24,4,Low-Slow,2,15,0.71,-1,-24,0.01,0,1,1,0,3,low ss1
FG008,25,4,Low-Slow,1,15,0.73,-1,-25,0.21,0,1,1,0,3,low ss1
FG008,26,4,Low-Slow,1,15,0.38,-1,-26,0.04,0,0,0,1,3,low ss1
FG008,27,4,Low-Slow,1,15,0.55,-1,-27,0.12,0,0,0,1,3,low ss1
FG008,28,4,Low-Slow,3,80,0.8,1,-26,0.01,0,1,1,0,3,low ss1
FG008,29,4,Low-Slow,3,80,0.42,1,-25,0.01,1,0,0,1,3,low ss1
FG008,30,4,Low-Slow,3,80,0.03,1,-24,0.09,1,0,0,1,3,low ss1
FG008,31,4,Low-Slow,3,80,0.72,1,-23,0.21,1,0,0,1,3,low ss1
FG008,32,4,Low-Slow,3,80,0.34,1,-22,0.24,1,0,0,1,3,low ss1
FG008,33,4,Low-Slow,3,80,0.38,1,-21,0.11,1,0,0,1,3,low ss1
FG008,34,4,Low-Slow,3,80,0.26,1,-20,0.11,1,0,0,1,3,low ss1
FG008,35,4,Low-Slow,3,80,0.05,1,-19,0.17,1,0,0,1,3,low ss1
FG008,36,4,Low-Slow,3,80,0.8,1,-18,0.16,1,0,0,1,3,low ss1
FG008,37,4,Low-Slow,3,80,0.12,1,-17,0.14,1,0,0,1,3,low ss1
FG008,38,4,Low-Slow,3,80,0.22,1,-16,0.1,1,0,0,1,3,low ss1
FG008,39,4,Low-Slow,3,80,0.29,1,-15,0.2,1,0,0,1,3,low ss1
FG008,40,4,Low-Slow,3,80,0.03,1,-14,0.01,1,0,0,1,3,low ss1
FG008,41,4,Low-Slow,3,80,0.62,1,-13,0.15,1,0,0,1,3,low ss1
FG008,42,4,Low-Slow,3,80,0.76,1,-12,0.15,1,0,0,1,3,low ss1
FG008,43,4,Low-Slow,3,80,0.92,-1,-13,0.26,1,0,0,1,3,low ss1
FG008,44,4,Low-Slow,2,5,0.76,-1,-14,0.16,0,1,1,0,3,low ss1
FG008,45,4,Low-Slow,1,15,0.45,-1,-15,0.19,0,1,1,0,3,low ss1
FG008,46,4,Low-Slow,3,80,0.45,1,-14,0.06,0,1,1,0,3,low ss1
FG008,47,4,Low-Slow,3,80,0.66,1,-13,0.12,1,0,0,1,3,low ss1
FG008,48,4,Low-Slow,3,80,0.56,1,-12,0.28,1,0,0,1,3,low ss1
FG008,49,4,Low-Slow,3,80,0.61,1,-11,0.26,1,0,0,1,3,low ss1
FG008,50,4,Low-Slow,3,80,0.99,-1,-12,0.26,1,0,0,1,3,low ss1
FG009,51,1,Low-Fast,1,80,0.07,1,1,1.54,0,0,0,0,1,low ss1
FG009,52,1,Low-Fast,2,15,0.85,-1,0,1.58,0,0,1,0,1,low ss1
FG009,53,1,Low-Fast,3,5,0.43,-1,-1,0.97,0,1,1,0,1,low ss1
FG009,54,1,Low-Fast,3,5,0.52,-1,-2,1.06,0,0,0,1,1,low ss1
FG009,55,1,Low-Fast,3,5,0.03,1,-1,0.11,0,0,0,1,1,low ss1
FG009,56,1,Low-Fast,2,15,0.21,-1,-2,1.39,0,0,1,0,1,low ss1
FG009,57,1,Low-Fast,1,80,0.28,1,-1,0.85,0,1,1,0,1,low ss1
FG009,58,1,Low-Fast,2,15,0.67,-1,-2,1.72,0,0,1,0,1,low ss1
FG009,59,1,Low-Fast,2,15,0.97,-1,-3,0.02,0,0,0,1,1,low ss1
FG009,60,1,Low-Fast,2,15,0.61,-1,-4,0.01,0,0,0,1,1,low ss1
FG009,61,1,Low-Fast,3,80,0.09,1,-3,0.56,0,1,1,0,1,low ss1
FG009,62,1,Low-Fast,1,15,0.58,-1,-4,2.65,0,0,1,0,1,low ss1
FG009,63,1,Low-Fast,1,15,0.86,-1,-5,2.67,0,0,0,1,1,low ss1
FG009,64,1,Low-Fast,1,15,0.4,-1,-6,0.35,0,0,0,1,1,low ss1
FG009,65,1,Low-Fast,1,15,0.72,-1,-7,0.35,0,0,0,1,1,low ss1
FG009,66,1,Low-Fast,1,15,0.05,1,-6,0.37,0,0,0,1,1,low ss1
FG009,67,1,Low-Fast,2,5,0.88,-1,-7,1.09,0,0,1,0,1,low ss1
FG009,68,1,Low-Fast,3,80,0.03,1,-6,0.42,0,1,1,0,1,low ss1
FG009,69,1,Low-Fast,3,80,0.33,1,-5,0.62,1,0,0,1,1,low ss1
FG009,70,1,Low-Fast,3,80,0.13,1,-4,0.35,1,0,0,1,1,low ss1
FG009,71,1,Low-Fast,3,15,0.54,-1,-5,0.13,1,0,0,1,1,low ss1
FG009,72,1,Low-Fast,3,15,0.0,1,-4,0.25,0,0,0,1,1,low ss1
FG009,73,1,Low-Fast,1,5,0.7,-1,-5,0.82,0,0,1,0,1,low ss1
FG009,74,1,Low-Fast,1,5,1.0,-1,-6,0.14,0,0,0,1,1,low ss1
FG009,75,1,Low-Fast,1,5,0.06,-1,-7,0.38,0,0,0,1,1,low ss1
FG009,76,1,Low-Fast,2,80,0.74,1,-6,0.54,0,1,1,0,1,low ss1
FG009,77,1,Low-Fast,2,80,0.01,1,-5,0.37,1,0,0,1,1,low ss1
FG009,78,1,Low-Fast,2,80,0.06,1,-4,0.23,1,0,0,1,1,low ss1
FG009,79,1,Low-Fast,3,15,0.7,-1,-5,1.15,0,0,1,0,1,low ss1
FG009,80,1,Low-Fast,1,5,0.37,-1,-6,0.45,0,1,1,0,1,low ss1
FG009,81,1,Low-Fast,1,80,0.1,1,-5,0.64,0,0,0,1,1,low ss1
FG009,82,1,Low-Fast,3,15,0.78,-1,-6,1.62,0,0,1,0,1,low ss1
FG009,83,1,Low-Fast,2,5,0.86,-1,-7,0.07,0,1,1,0,1,low ss1
FG009,84,1,Low-Fast,1,80,0.46,1,-6,0.2,0,1,1,0,1,low ss1
FG009,85,1,Low-Fast,1,80,0.57,1,-5,0.32,1,0,0,1,1,low ss1
FG009,86,1,Low-Fast,1,80,0.68,1,-4,0.29,1,0,0,1,1,low ss1
FG009,87,1,Low-Fast,3,15,0.73,-1,-5,0.91,0,0,1,0,1,low ss1
FG009,88,1,Low-Fast,1,80,0.21,1,-4,0.46,0,1,1,0,1,low ss1
FG009,89,1,Low-Fast,1,80,0.43,1,-3,0.87,1,0,0,1,1,low ss1
FG009,90,1,Low-Fast,1,80,0.81,-1,-4,0.09,1,0,0,1,1,low ss1
FG009,91,1,Low-Fast,2,80,0.94,-1,-5,0.12,0,1,1,0,1,low ss1
FG009,92,1,Low-Fast,2,80,0.6,1,-4,0.43,0,0,0,1,1,low ss1
FG009,93,1,Low-Fast,2,80,0.76,1,-3,0.2,1,0,0,1,1,low ss1
FG009,94,1,Low-Fast,2,80,0.61,1,-2,0.07,1,0,0,1,1,low ss1
FG009,95,1,Low-Fast,2,80,0.29,1,-1,0.15,1,0,0,1,1,low ss1
FG009,96,1,Low-Fast,2,80,0.33,1,0,0.13,1,0,0,1,1,low ss1
FG009,97,1,Low-Fast,1,15,0.18,-1,-1,0.82,0,0,1,0,1,low ss1
FG009,98,1,Low-Fast,3,5,0.81,-1,-2,0.16,0,1,1,0,1,low ss1
FG009,99,1,Low-Fast,2,80,0.65,1,-1,0.01,0,1,1,0,1,low ss1
FG009,100,1,Low-Fast,2,80,0.27,1,0,0.07,1,0,0,1,1,low ss1
FG009,1,2,Low-Slow,1,80,0.25,1,1,4.75,0,0,1,0,1,low ss1
FG009,2,2,Low-Slow,1,80,0.49,1,2,0.56,1,0,0,1,1,low ss1
FG009,3,2,Low-Slow,1,80,0.74,1,3,0.17,1,0,0,1,1,low ss1
FG009,4,2,Low-Slow,1,80,0.5,1,4,0.22,1,0,0,1,1,low ss1
FG009,5,2,Low-Slow,1,80,0.97,-1,3,0.08,1,0,0,1,1,low ss1
FG009,6,2,Low-Slow,1,80,0.12,1,4,0.4,0,0,0,1,1,low ss1
FG009,7,2,Low-Slow,1,80,0.6,1,5,0.02,1,0,0,1,1,low ss1
FG009,8,2,Low-Slow,1,80,0.56,1,6,0.01,1,0,0,1,1,low ss1
FG009,9,2,Low-Slow,1,80,0.04,1,7,0.35,1,0,0,1,1,low ss1
FG009,10,2,Low-Slow,1,80,0.62,1,8,0.05,1,0,0,1,1,low ss1
FG009,11,2,Low-Slow,3,5,0.7,-1,7,0.73,0,0,1,0,1,low ss1
FG009,12,2,Low-Slow,1,80,0.17,1,8,0.02,0,1,1,0,1,low ss1
FG009,13,2,Low-Slow,1,80,0.63,1,9,0.02,1,0,0,1,1,low ss1
FG009,14,2,Low-Slow,1,80,0.21,1,10,0.02,1,0,0,1,1,low ss1
FG009,15,2,Low-Slow,1,80,0.32,1,11,0.04,1,0,0,1,1,low ss1
FG009,16,2,Low-Slow,1,80,0.77,1,12,1.64,1,0,0,1,1,low ss1
FG009,17,2,Low-Slow,1,80,0.27,1,13,0.04,1,0,0,1,1,low ss1
FG009,18,2,Low-Slow,1,80,0.06,1,14,0.02,1,0,0,1,1,low ss1
FG009,19,2,Low-Slow,1,80,0.51,1,15,0.01,1,0,0,1,1,low ss1
FG009,20,2,Low-Slow,1,80,0.26,1,16,0.21,1,0,0,1,1,low ss1
FG009,21,2,Low-Slow,1,80,0.48,1,17,0.13,1,0,0,1,1,low ss1
FG009,22,2,Low-Slow,1,80,0.79,1,18,0.02,1,0,0,1,1,low ss1
FG009,23,2,Low-Slow,1,80,0.91,-1,17,0.12,1,0,0,1,1,low ss1
FG009,24,2,Low-Slow,2,15,0.79,-1,16,0.28,0,1,1,0,1,low ss1
FG009,25,2,Low-Slow,1,15,0.6,-1,15,0.01,0,1,1,0,1,low ss1
FG009,26,2,Low-Slow,3,80,0.57,1,16,0.13,0,1,1,0,1,low ss1
FG009,27,2,Low-Slow,3,80,0.63,1,17,0.3,1,0,0,1,1,low ss1
FG009,28,2,Low-Slow,3,80,0.4,1,18,0.12,1,0,0,1,1,low ss1
FG009,29,2,Low-Slow,3,80,0.32,1,19,0.02,1,0,0,1,1,low ss1
FG009,30,2,Low-Slow,3,80,0.45,1,20,0.01,1,0,0,1,1,low ss1
FG009,31,2,Low-Slow,3,80,0.42,1,21,0.02,1,0,0,1,1,low ss1
FG009,32,2,Low-Slow,3,80,0.97,-1,20,0.02,1,0,0,1,1,low ss1
FG009,33,2,Low-Slow,2,5,0.8,-1,19,0.72,0,1,1,0,1,low ss1
FG009,34,2,Low-Slow,3,80,0.51,1,20,0.03,0,1,1,0,1,low ss1
FG009,35,2,Low-Slow,3,80,0.66,1,21,0.01,1,0,0,1,1,low ss1
FG009,36,2,Low-Slow,3,80,0.37,1,22,0.22,1,0,0,1,1,low ss1
FG009,37,2,Low-Slow,3,80,0.66,1,23,0.01,1,0,0,1,1,low ss1
FG009,38,2,Low-Slow,3,80,0.75,1,24,0.01,1,0,0,1,1,low ss1
FG009,39,2,Low-Slow,3,80,0.58,1,25,0.01,1,0,0,1,1,low ss1
FG009,40,2,Low-Slow,3,80,0.74,1,26,0.21,1,0,0,1,1,low ss1
FG009,41,2,Low-Slow,3,80,0.96,-1,25,0.05,1,0,0,1,1,low ss1
FG009,42,2,Low-Slow,1,15,0.03,1,26,0.33,0,1,1,0,1,low ss1
FG009,43,2,Low-Slow,1,15,0.57,-1,25,0.08,1,0,0,1,1,low ss1
FG009,44,2,Low-Slow,2,5,0.07,-1,24,0.31,0,1,1,0,1,low ss1
FG009,45,2,Low-Slow,3,80,0.14,1,25,0.13,0,1,1,0,1,low ss1
FG009,46,2,Low-Slow,3,80,0.68,1,26,0.01,1,0,0,1,1,low ss1
FG009,47,2,Low-Slow,3,80,0.53,1,27,0.22,1,0,0,1,1,low ss1
FG009,48,2,Low-Slow,3,80,0.05,1,28,0.01,1,0,0,1,1,low ss1
FG009,49,2,Low-Slow,3,80,0.75,1,29,0.02,1,0,0,1,1,low ss1
FG009,50,2,Low-Slow,3,80,0.72,1,30,0.01,1,0,0,1,1,low ss1
FG009,151,3,High-Fast,1,60,0.36,1,31,1.43,0,0,1,0,1,low ss1
FG009,152,3,High-Fast,1,60,0.21,1,32,0.18,1,0,0,1,1,low ss1
FG009,153,3,High-Fast,1,60,0.22,1,33,0.01,1,0,0,1,1,low ss1
FG009,154,3,High-Fast,1,60,0.16,1,34,0.01,1,0,0,1,1,low ss1
FG009,155,3,High-Fast,1,60,0.07,1,35,0.01,1,0,0,1,1,low ss1
FG009,156,3,High-Fast,1,60,0.24,1,36,0.02,1,0,0,1,1,low ss1
FG009,157,3,High-Fast,1,60,0.89,-1,35,0.02,1,0,0,1,1,low ss1
FG009,158,3,High-Fast,3,15,0.94,-1,34,0.26,0,1,1,0,1,low ss1
FG009,159,3,High-Fast,1,60,1.0,-1,33,0.24,0,1,1,0,1,low ss1
FG009,160,3,High-Fast,2,25,0.96,-1,32,0.01,0,1,1,0,1,low ss1
FG009,161,3,High-Fast,2,15,0.14,1,33,0.22,0,0,0,1,1,low ss1
FG009,162,3,High-Fast,2,15,0.1,1,34,0.11,1,0,0,1,1,low ss1
FG009,163,3,High-Fast,2,15,0.03,1,35,0.06,1,0,0,1,1,low ss1
FG009,164,3,High-Fast,2,15,0.3,-1,34,0.02,1,0,0,1,1,low ss1
FG009,165,3,High-Fast,2,15,0.7,-1,33,0.05,0,0,0,1,1,low ss1
FG009,166,3,High-Fast,1,25,0.03,1,34,0.04,0,1,1,0,1,low ss1
FG009,167,3,High-Fast,1,25,0.1,1,35,0.36,1,0,0,1,1,low ss1
FG009,168,3,High-Fast,1,25,0.62,-1,34,0.12,1,0,0,1,1,low ss1
FG009,169,3,High-Fast,3,60,0.85,-1,33,0.49,0,1,1,0,1,low ss1
FG009,170,3,High-Fast,2,15,0.62,-1,32,0.16,0,1,1,0,1,low ss1
FG009,171,3,High-Fast,2,60,0.73,-1,31,0.2,0,0,0,1,1,low ss1
FG009,172,3,High-Fast,3,25,0.51,-1,30,0.45,0,1,1,0,1,low ss1
FG009,173,3,High-Fast,1,15,0.48,-1,29,0.35,0,1,1,0,1,low ss1
FG009,174,3,High-Fast,1,15,0.29,-1,28,0.13,0,0,0,1,1,low ss1
FG009,175,3,High-Fast,1,15,0.81,-1,27,0.08,0,0,0,1,1,low ss1
FG009,176,3,High-Fast,3,25,0.45,-1,26,1.13,0,1,1,0,1,low ss1
FG009,177,3,High-Fast,3,25,0.32,-1,25,1.15,0,0,0,1,1,low ss1
FG009,178,3,High-Fast,3,25,0.5,-1,24,0.39,0,0,0,1,1,low ss1
FG009,179,3,High-Fast,2,60,0.01,1,25,0.45,0,1,1,0,1,low ss1
FG009,180,3,High-Fast,2,60,0.35,1,26,0.18,1,0,0,1,1,low ss1
FG009,181,3,High-Fast,2,15,0.57,-1,25,0.14,1,0,0,1,1,low ss1
FG009,182,3,High-Fast,3,25,0.33,-1,24,2.29,0,1,1,0,1,low ss1
FG009,183,3,High-Fast,3,25,0.01,1,25,0.93,0,0,0,1,1,low ss1
FG009,184,3,High-Fast,3,25,0.35,-1,24,0.11,1,0,0,1,1,low ss1
FG009,185,3,High-Fast,1,60,0.95,-1,23,0.55,0,1,1,0,1,low ss1
FG009,186,3,High-Fast,1,60,0.23,1,24,0.07,0,0,0,1,1,low ss1
FG009,187,3,High-Fast,2,15,0.94,-1,23,1.92,0,0,1,0,1,low ss1
FG009,188,3,High-Fast,2,15,0.63,-1,22,0.74,0,0,0,1,1,low ss1
FG009,189,3,High-Fast,3,25,0.5,-1,21,0.32,0,1,1,0,1,low ss1
FG009,190,3,High-Fast,2,15,0.86,-1,20,0.48,0,1,1,0,1,low ss1
FG009,191,3,High-Fast,2,25,0.35,-1,19,0.07,0,0,0,1,1,low ss1
FG009,192,3,High-Fast,2,25,0.01,1,20,0.13,0,0,0,1,1,low ss1
FG009,193,3,High-Fast,1,15,0.27,-1,19,1.3,0,0,1,0,1,low ss1
FG009,194,3,High-Fast,2,25,0.46,-1,18,0.25,0,1,1,0,1,low ss1
FG009,195,3,High-Fast,3,60,0.95,-1,17,0.31,0,1,1,0,1,low ss1
FG009,196,3,High-Fast,3,60,0.69,-1,16,2.95,0,0,0,1,1,low ss1
FG009,197,3,High-Fast,2,25,0.88,-1,15,1.91,0,1,1,0,1,low ss1
FG009,198,3,High-Fast,2,25,0.66,-1,14,0.01,0,0,0,1,1,low ss1
FG009,199,3,High-Fast,1,15,0.22,-1,13,1.71,0,1,1,0,1,low ss1
FG009,200,3,High-Fast,1,15,0.07,1,14,0.28,0,0,0,1,1,low ss1
FG009,101,4,High-Slow,1,60,0.05,1,15,1.83,1,0,0,1,1,low ss1
FG009,102,4,High-Slow,1,60,0.46,1,16,0.35,1,0,0,1,1,low ss1
FG009,103,4,High-Slow,1,60,0.3,1,17,0.32,1,0,0,1,1,low ss1
FG009,104,4,High-Slow,1,60,0.97,-1,16,0.2,1,0,0,1,1,low ss1
FG009,105,4,High-Slow,3,15,0.88,-1,15,2.22,0,1,1,0,1,low ss1
FG009,106,4,High-Slow,1,60,0.79,-1,14,1.03,0,1,1,0,1,low ss1
FG009,107,4,High-Slow,2,25,0.14,1,15,0.57,0,1,1,0,1,low ss1
FG009,108,4,High-Slow,2,25,0.67,-1,14,0.25,1,0,0,1,1,low ss1
FG009,109,4,High-Slow,3,15,0.75,-1,13,0.87,0,1,1,0,1,low ss1
FG009,110,4,High-Slow,3,15,0.42,-1,12,0.16,0,0,0,1,1,low ss1
FG009,111,4,High-Slow,1,60,0.55,1,13,0.53,0,1,1,0,1,low ss1
FG009,112,4,High-Slow,1,60,0.99,-1,12,0.13,1,0,0,1,1,low ss1
FG009,113,4,High-Slow,1,60,0.61,-1,11,0.45,0,0,0,1,1,low ss1
FG009,114,4,High-Slow,2,25,0.64,-1,10,0.61,0,1,1,0,1,low ss1
FG009,115,4,High-Slow,1,60,0.13,1,11,2.07,0,1,1,0,1,low ss1
FG009,116,4,High-Slow,1,60,0.76,-1,10,0.07,1,0,0,1,1,low ss1
FG009,117,4,High-Slow,1,60,1.0,-1,9,1.25,0,0,0,1,1,low ss1
FG009,118,4,High-Slow,3,15,0.13,1,10,0.26,0,1,1,0,1,low ss1
FG009,119,4,High-Slow,3,15,0.9,-1,9,0.34,1,0,0,1,1,low ss1
FG009,120,4,High-Slow,3,15,0.11,1,10,0.01,0,0,0,1,1,low ss1
FG009,121,4,High-Slow,2,25,0.09,1,11,1.16,0,0,1,0,1,low ss1
FG009,122,4,High-Slow,3,15,0.23,-1,10,0.13,0,0,1,0,1,low ss1
FG009,123,4,High-Slow,1,60,0.75,-1,9,0.59,0,1,1,0,1,low ss1
FG009,124,4,High-Slow,1,60,0.64,-1,8,0.25,0,0,0,1,1,low ss1
FG009,125,4,High-Slow,1,60,0.91,-1,7,0.33,0,0,0,1,1,low ss1
FG009,126,4,High-Slow,1,15,0.7,-1,6,0.13,0,0,0,1,1,low ss1
FG009,127,4,High-Slow,2,60,0.64,-1,5,0.83,0,1,1,0,1,low ss1
FG009,128,4,High-Slow,2,60,0.22,1,6,1.12,0,0,0,1,1,low ss1
FG009,129,4,High-Slow,2,60,0.29,1,7,0.63,1,0,0,1,1,low ss1
FG009,130,4,High-Slow,2,60,0.39,1,8,0.16,1,0,0,1,1,low ss1
FG009,131,4,High-Slow,2,60,0.06,1,9,0.39,1,0,0,1,1,low ss1
FG009,132,4,High-Slow,2,60,0.95,-1,8,0.08,1,0,0,1,1,low ss1
FG009,133,4,High-Slow,2,60,0.68,-1,7,0.33,0,0,0,1,1,low ss1
FG009,134,4,High-Slow,1,15,0.86,-1,6,0.27,0,1,1,0,1,low ss1
FG009,135,4,High-Slow,1,15,0.83,-1,5,0.05,0,0,0,1,1,low ss1
FG009,136,4,High-Slow,2,60,0.62,-1,4,1.72,0,1,1,0,1,low ss1
FG009,137,4,High-Slow,3,25,0.04,1,5,0.99,0,1,1,0,1,low ss1
FG009,138,4,High-Slow,3,25,0.36,-1,4,2.03,1,0,0,1,1,low ss1
FG009,139,4,High-Slow,2,60,0.8,-1,3,1.65,0,1,1,0,1,low ss1
FG009,140,4,High-Slow,1,15,0.58,-1,2,1.06,0,1,1,0,1,low ss1
FG009,141,4,High-Slow,1,15,0.57,-1,1,0.02,0,0,0,1,1,low ss1
FG009,142,4,High-Slow,2,60,0.14,1,2,1.27,0,1,1,0,1,low ss1
FG009,143,4,High-Slow,2,60,0.72,-1,1,0.34,1,0,0,1,1,low ss1
FG009,144,4,High-Slow,1,15,0.71,-1,0,2.95,0,1,1,0,1,low ss1
FG009,145,4,High-Slow,1,15,0.69,-1,-1,0.68,0,0,0,1,1,low ss1
FG009,146,4,High-Slow,3,25,0.73,-1,-2,0.78,0,1,1,0,1,low ss1
FG009,147,4,High-Slow,2,60,0.87,-1,-3,0.45,0,1,1,0,1,low ss1
FG009,148,4,High-Slow,1,15,0.98,-1,-4,0.45,0,1,1,0,1,low ss1
FG009,149,4,High-Slow,1,15,0.39,-1,-5,0.08,0,0,0,1,1,low ss1
FG009,150,4,High-Slow,1,15,0.26,-1,-6,1.65,0,0,0,1,1,low ss1
FG010,51,1,Low-Fast,2,15,0.73,-1,-1,3.56,0,0,0,0,5,high ss1
FG010,52,1,Low-Fast,1,80,0.6,1,0,19.55,0,1,1,0,5,high ss1
FG010,53,1,Low-Fast,1,80,0.95,-1,-1,17.52,1,0,0,1,5,high ss1
FG010,54,1,Low-Fast,3,5,0.04,1,0,4.46,0,1,1,0,5,high ss1
FG010,55,1,Low-Fast,3,5,0.42,-1,-1,5.15,1,0,0,1,5,high ss1
FG010,56,1,Low-Fast,1,80,0.71,1,0,2.43,0,1,1,0,5,high ss1
FG010,57,1,Low-Fast,2,15,0.41,-1,-1,2.17,0,0,1,0,5,high ss1
FG010,58,1,Low-Fast,3,5,0.2,-1,-2,1.28,0,1,1,0,5,high ss1
FG010,59,1,Low-Fast,1,80,0.79,1,-1,0.85,0,1,1,0,5,high ss1
FG010,60,1,Low-Fast,3,5,0.29,-1,-2,2.72,0,0,1,0,5,high ss1
FG010,61,1,Low-Fast,1,15,0.19,-1,-3,0.94,0,1,1,0,5,high ss1
FG010,62,1,Low-Fast,2,5,0.57,-1,-4,0.71,0,1,1,0,5,high ss1
FG010,63,1,Low-Fast,1,15,0.55,-1,-5,1.77,0,1,1,0,5,high ss1
FG010,64,1,Low-Fast,3,80,0.56,1,-4,0.79,0,1,1,0,5,high ss1
FG010,65,1,Low-Fast,1,15,0.73,-1,-5,3.82,0,0,1,0,5,high ss1
FG010,66,1,Low-Fast,3,80,0.12,1,-4,22.68,0,1,1,0,5,high ss1
FG010,67,1,Low-Fast,3,80,0.71,1,-3,0.53,1,0,0,1,5,high ss1
FG010,68,1,Low-Fast,3,80,0.22,1,-2,1.3,1,0,0,1,5,high ss1
FG010,69,1,Low-Fast,3,80,0.86,-1,-3,0.68,1,0,0,1,5,high ss1
FG010,70,1,Low-Fast,2,5,0.26,-1,-4,0.93,0,1,1,0,5,high ss1
FG010,71,1,Low-Fast,1,5,0.2,-1,-5,1.2,0,1,1,0,5,high ss1
FG010,72,1,Low-Fast,3,15,0.28,-1,-6,1.05,0,1,1,0,5,high ss1
FG010,73,1,Low-Fast,1,5,0.93,-1,-7,0.57,0,1,1,0,5,high ss1
FG010,74,1,Low-Fast,2,80,0.78,1,-6,1.15,0,1,1,0,5,high ss1
FG010,75,1,Low-Fast,2,80,0.51,1,-5,0.33,1,0,0,1,5,high ss1
FG010,76,1,Low-Fast,2,80,0.49,1,-4,0.28,1,0,0,1,5,high ss1
FG010,77,1,Low-Fast,2,80,0.85,-1,-5,0.56,1,0,0,1,5,high ss1
FG010,78,1,Low-Fast,3,15,0.83,-1,-6,1.06,0,1,1,0,5,high ss1
FG010,79,1,Low-Fast,1,5,0.62,-1,-7,0.38,0,1,1,0,5,high ss1
FG010,80,1,Low-Fast,3,15,0.61,-1,-8,0.96,0,1,1,0,5,high ss1
FG010,81,1,Low-Fast,2,5,0.87,-1,-9,0.55,0,1,1,0,5,high ss1
FG010,82,1,Low-Fast,1,80,0.35,1,-8,0.92,0,1,1,0,5,high ss1
FG010,83,1,Low-Fast,1,80,0.35,1,-7,0.34,1,0,0,1,5,high ss1
FG010,84,1,Low-Fast,1,80,0.76,1,-6,0.53,1,0,0,1,5,high ss1
FG010,85,1,Low-Fast,1,80,0.96,-1,-7,1.83,1,0,0,1,5,high ss1
FG010,86,1,Low-Fast,3,15,0.96,-1,-8,0.69,0,1,1,0,5,high ss1
FG010,87,1,Low-Fast,2,5,0.22,-1,-9,0.81,0,1,1,0,5,high ss1
FG010,88,1,Low-Fast,1,80,0.49,1,-8,1.27,0,1,1,0,5,high ss1
FG010,89,1,Low-Fast,1,80,0.08,1,-7,0.02,1,0,0,1,5,high ss1
FG010,90,1,Low-Fast,1,80,0.51,1,-6,0.71,1,0,0,1,5,high ss1
